pred,prey,interaction_sources,interaction_types,study_citations,pred_trait,prey_trait,trait_source_pred,trait_source_prey,absdiff
Acanthocybium solandri,Thunnus thynnus,GloBI,eats;preysOn,,35.8,35.86,ComteOlden,ComteOlden,0.060000000000002274
Acanthogobius flavimanus,Gillichthys mirabilis,GloBI,preysOn,,35.59,37.9833333333333,ComteOlden,ThermoFresh,2.3933333333332953
Acanthogobius flavimanus,Leptocottus armatus,GloBI,preysOn,,35.59,29.16,ComteOlden,ComteOlden,6.430000000000003
Acanthopagrus schlegelii,Syngnathus acus,GloBI,eats;preysOn,,36.44,31.7,ThermoFresh,ThermoFresh,4.739999999999998
Acipenser fulvescens,Catostomus commersonii,GloBI,preysOn,,33.5328571428571,33.17,ThermoFresh,ThermoFresh,0.362857142857095
Acipenser fulvescens,Moxostoma anisurum,GloBI,preysOn,,33.5328571428571,32.72,ThermoFresh,ComteOlden,0.8128571428570979
Acipenser fulvescens,Pungitius pungitius,GloBI,eats;preysOn,,33.5328571428571,29.85,ThermoFresh,ThermoFresh,3.6828571428570953
Acipenser gueldenstaedtii,Crangon crangon,GloBI,eats,,33.69,34.1133333333333,ComteOlden,ThermoFresh,0.4233333333333036
Acipenser gueldenstaedtii,Neogobius fluviatilis,GloBI,preysOn,,33.69,34.32,ComteOlden,ComteOlden,0.6300000000000026
Acipenser gueldenstaedtii,Neogobius melanostomus,GloBI,preysOn,,33.69,33.726,ComteOlden,ThermoFresh,0.036000000000001364
Acipenser nudiventris,Neogobius fluviatilis,GloBI,preysOn,,35.45,34.32,ComteOlden,ComteOlden,1.1300000000000026
Acipenser persicus,Atherina boyeri,GloBI,eats;preysOn,,34.64,36.43,ComteOlden,ComteOlden,1.7899999999999991
Acipenser persicus,Vimba vimba,GloBI,eats;preysOn,,34.64,33.43,ComteOlden,ComteOlden,1.2100000000000009
Acipenser stellatus,Crangon crangon,GloBI,eats,,34.66,34.1133333333333,ComteOlden,ThermoFresh,0.5466666666666953
Acipenser sturio,Carcinus maenas,GloBI,eats;preysOn,,32.52,34.07,ComteOlden,ThermoFresh,1.5499999999999972
Acipenser sturio,Crangon crangon,GloBI,eats;preysOn,,32.52,34.1133333333333,ComteOlden,ThermoFresh,1.5933333333332982
Acipenser transmontanus,Alosa sapidissima,GloBI,eats;preysOn,,30.3895238095238,32.58,ThermoFresh,ComteOlden,2.190476190476197
Acipenser transmontanus,Palaemon macrodactylus,GloBI,eats;preysOn,,30.3895238095238,34.7083333333333,ThermoFresh,ThermoFresh,4.318809523809499
Acipenser transmontanus,Thaleichthys pacificus,GloBI,eats;preysOn,,30.3895238095238,27.43,ThermoFresh,ComteOlden,2.9595238095238017
Agabus bipustulatus,Asellus aquaticus,GloBI,eats;preysOn,,37.07,32.8678947368421,ThermoFresh,ThermoFresh,4.202105263157897
Agabus bipustulatus,Caenis luctuosa,GloBI,eats;preysOn,,37.07,30.6,ThermoFresh,ThermoFresh,6.469999999999999
Agabus bipustulatus,Crangonyx pseudogracilis,GloBI,eats;preysOn,,37.07,32.3233333333333,ThermoFresh,ThermoFresh,4.746666666666698
Agabus bipustulatus,Daphnia magna,GloBI,eats;preysOn,,37.07,40.07,ThermoFresh,ThermoFresh,3.0
Agabus bipustulatus,Gammarus pulex,GloBI,eats;preysOn,,37.07,29.1161111111111,ThermoFresh,ThermoFresh,7.953888888888901
Agabus bipustulatus,Helobdella stagnalis,GloBI,eats;preysOn,,37.07,31.6,ThermoFresh,ThermoFresh,5.469999999999999
Agabus bipustulatus,Sialis lutaria,GloBI,eats;preysOn,,37.07,31.4,ThermoFresh,ThermoFresh,5.670000000000002
Agkistrodon contortrix,Aspidoscelis sexlineatus,GloBI,preysOn,,40.6,51.0,GlobTherm,GlobTherm,10.399999999999999
Agkistrodon contortrix,Coluber constrictor,GloBI,eats;preysOn,,40.6,42.4,GlobTherm,GlobTherm,1.7999999999999972
Agkistrodon contortrix,Plethodon glutinosus,GloBI,eats;preysOn,,40.6,34.3,GlobTherm,GlobTherm,6.300000000000004
Agkistrodon contortrix,Sceloporus undulatus,GloBI,preysOn,,40.6,40.4,GlobTherm,GlobTherm,0.20000000000000284
Agkistrodon contortrix,Storeria occipitomaculata,GloBI,eats;preysOn,,40.6,37.8,GlobTherm,GlobTherm,2.8000000000000043
Agkistrodon contortrix,Thamnophis sirtalis,GloBI,eats;preysOn,,40.6,38.9,GlobTherm,GlobTherm,1.7000000000000028
Agnetina capitata,Baetis tricaudatus,GloBI,eats;preysOn,,34.86,29.775,ThermoFresh,ThermoFresh,5.085000000000001
Alburnus alburnus,Agapetus fuscipes,GloBI,preysOn,,37.7,25.8,ThermoFresh,ThermoFresh,11.900000000000002
Alburnus alburnus,Baetis rhodani,GloBI,preysOn,,37.7,25.1,ThermoFresh,ThermoFresh,12.600000000000001
Alburnus alburnus,Caenis luctuosa,GloBI,preysOn,,37.7,30.6,ThermoFresh,ThermoFresh,7.100000000000001
Alburnus alburnus,Dinocras cephalotes,GloBI,preysOn,,37.7,34.6083333333333,ThermoFresh,ThermoFresh,3.091666666666704
Alburnus alburnus,Drusus annulatus,GloBI,preysOn,,37.7,28.8,ThermoFresh,ThermoFresh,8.900000000000002
Alburnus alburnus,Ecdyonurus insignis,GloBI,preysOn,,37.7,32.34,ThermoFresh,ThermoFresh,5.359999999999999
Alburnus alburnus,Electrona antarctica,GloBI,eats,,37.7,31.24,ThermoFresh,ComteOlden,6.460000000000004
Alburnus alburnus,Ephemera danica,GloBI,preysOn,,37.7,36.7075,ThermoFresh,ThermoFresh,0.9924999999999997
Alburnus alburnus,Heptagenia sulphurea,GloBI,preysOn,,37.7,30.2,ThermoFresh,ThermoFresh,7.5000000000000036
Alburnus alburnus,Hydropsyche pellucidula,GloBI,preysOn,,37.7,25.5,ThermoFresh,ThermoFresh,12.200000000000003
Alburnus alburnus,Leuctra fusca,GloBI,preysOn,,37.7,30.1,ThermoFresh,ThermoFresh,7.600000000000001
Alburnus alburnus,Nemurella pictetii,GloBI,preysOn,,37.7,30.1,ThermoFresh,ThermoFresh,7.600000000000001
Alburnus alburnus,Rhithrogena semicolorata,GloBI,preysOn,,37.7,25.33,ThermoFresh,ThermoFresh,12.370000000000005
Alburnus alburnus,Rhyacophila dorsalis,GloBI,preysOn,,37.7,22.0,ThermoFresh,ThermoFresh,15.700000000000003
Alburnus alburnus,Rutilus rutilus,GloBI,eats;preysOn,,37.7,28.5058333333333,ThermoFresh,ThermoFresh,9.194166666666703
Alburnus alburnus,Serratella ignita,GloBI,preysOn,,37.7,32.3,ThermoFresh,ThermoFresh,5.400000000000006
Alburnus arborella,Agapetus fuscipes,GloBI,preysOn,,35.64,25.8,ComteOlden,ThermoFresh,9.84
Alburnus arborella,Baetis rhodani,GloBI,preysOn,,35.64,25.1,ComteOlden,ThermoFresh,10.54
Alburnus arborella,Caenis luctuosa,GloBI,preysOn,,35.64,30.6,ComteOlden,ThermoFresh,5.039999999999999
Alburnus arborella,Dinocras cephalotes,GloBI,preysOn,,35.64,34.6083333333333,ComteOlden,ThermoFresh,1.0316666666667018
Alburnus arborella,Drusus annulatus,GloBI,preysOn,,35.64,28.8,ComteOlden,ThermoFresh,6.84
Alburnus arborella,Ecdyonurus insignis,GloBI,preysOn,,35.64,32.34,ComteOlden,ThermoFresh,3.299999999999997
Alburnus arborella,Ephemera danica,GloBI,preysOn,,35.64,36.7075,ComteOlden,ThermoFresh,1.0675000000000026
Alburnus arborella,Heptagenia sulphurea,GloBI,preysOn,,35.64,30.2,ComteOlden,ThermoFresh,5.440000000000001
Alburnus arborella,Hydropsyche pellucidula,GloBI,preysOn,,35.64,25.5,ComteOlden,ThermoFresh,10.14
Alburnus arborella,Leuctra fusca,GloBI,preysOn,,35.64,30.1,ComteOlden,ThermoFresh,5.539999999999999
Alburnus arborella,Nemurella pictetii,GloBI,preysOn,,35.64,30.1,ComteOlden,ThermoFresh,5.539999999999999
Alburnus arborella,Rhithrogena semicolorata,GloBI,preysOn,,35.64,25.33,ComteOlden,ThermoFresh,10.310000000000002
Alburnus arborella,Rhyacophila dorsalis,GloBI,preysOn,,35.64,22.0,ComteOlden,ThermoFresh,13.64
Alburnus arborella,Serratella ignita,GloBI,preysOn,,35.64,32.3,ComteOlden,ThermoFresh,3.3400000000000034
Alosa aestivalis,Corophium volutator,GloBI,eats;preysOn,,33.58,33.1452777775,ComteOlden,ThermoFresh,0.4347222224999996
Alosa aestivalis,Gammarus tigrinus,GloBI,preysOn,,33.58,32.6985714285714,ComteOlden,ThermoFresh,0.8814285714286001
Alosa aestivalis,Hyalella azteca,GloBI,preysOn,,33.58,41.1175,ComteOlden,ThermoFresh,7.537500000000001
Alosa aestivalis,Uma inornata,GloBI,preysOn,,33.58,45.0,ComteOlden,GlobTherm,11.420000000000002
Alosa alosa,Electrona antarctica,GloBI,eats,,30.73,31.24,ComteOlden,ComteOlden,0.509999999999998
Alosa fallax,Abramis brama,GloBI,preysOn,,32.31,30.32,ComteOlden,ComteOlden,1.990000000000002
Alosa fallax,Acipenser naccarii,GloBI,preysOn,,32.31,33.83,ComteOlden,ComteOlden,1.519999999999996
Alosa fallax,Acipenser sturio,GloBI,preysOn,,32.31,32.52,ComteOlden,ComteOlden,0.21000000000000085
Alosa fallax,Alburnus alburnus,GloBI,preysOn,,32.31,37.7,ComteOlden,ThermoFresh,5.390000000000001
Alosa fallax,Alburnus arborella,GloBI,preysOn,,32.31,35.64,ComteOlden,ComteOlden,3.3299999999999983
Alosa fallax,Anguilla anguilla,GloBI,preysOn,,32.31,35.12,ComteOlden,ComteOlden,2.809999999999995
Alosa fallax,Atherina boyeri,GloBI,eats;preysOn,,32.31,36.43,ComteOlden,ComteOlden,4.119999999999997
Alosa fallax,Barbatula barbatula,GloBI,preysOn,,32.31,29.5285714285714,ComteOlden,ThermoFresh,2.7814285714286022
Alosa fallax,Barbus barbus,GloBI,preysOn,,32.31,29.2,ComteOlden,ThermoFresh,3.110000000000003
Alosa fallax,Barbus caninus,GloBI,preysOn,,32.31,32.7,ComteOlden,ComteOlden,0.39000000000000057
Alosa fallax,Barbus plebejus,GloBI,preysOn,,32.31,32.5,ComteOlden,ComteOlden,0.18999999999999773
Alosa fallax,Blicca bjoerkna,GloBI,preysOn,,32.31,30.86,ComteOlden,ComteOlden,1.4500000000000028
Alosa fallax,Carassius carassius,GloBI,preysOn,,32.31,35.5365,ComteOlden,ThermoFresh,3.2264999999999944
Alosa fallax,Carassius gibelio,GloBI,preysOn,,32.31,36.1,ComteOlden,ThermoFresh,3.789999999999999
Alosa fallax,Chondrostoma nasus,GloBI,preysOn,,32.31,34.03,ComteOlden,ComteOlden,1.7199999999999989
Alosa fallax,Chondrostoma soetta,GloBI,preysOn,,32.31,31.86,ComteOlden,ComteOlden,0.45000000000000284
Alosa fallax,Cobitis bilineata,GloBI,preysOn,,32.31,33.54,ComteOlden,ComteOlden,1.2299999999999969
Alosa fallax,Cobitis taenia,GloBI,preysOn,,32.31,33.76,ComteOlden,ComteOlden,1.4499999999999957
Alosa fallax,Cottus gobio,GloBI,preysOn,,32.31,30.32,ComteOlden,ComteOlden,1.990000000000002
Alosa fallax,Crangon crangon,GloBI,eats;preysOn,,32.31,34.1133333333333,ComteOlden,ThermoFresh,1.803333333333299
Alosa fallax,Ctenopharyngodon idella,GloBI,preysOn,,32.31,39.5,ComteOlden,ThermoFresh,7.189999999999998
Alosa fallax,Cyprinus carpio,GloBI,preysOn,,32.31,33.5484745762712,ComteOlden,ThermoFresh,1.2384745762711944
Alosa fallax,Electrona antarctica,GloBI,eats,,32.31,31.24,ComteOlden,ComteOlden,1.0700000000000038
Alosa fallax,Esox lucius,GloBI,preysOn,,32.31,28.98,ComteOlden,ComteOlden,3.330000000000002
Alosa fallax,Gasterosteus aculeatus,GloBI,preysOn,,32.31,31.6655882352941,ComteOlden,ThermoFresh,0.6444117647059038
Alosa fallax,Gobio gobio,GloBI,preysOn,,32.31,33.75,ComteOlden,ThermoFresh,1.4399999999999977
Alosa fallax,Gymnocephalus cernua,GloBI,preysOn,,32.31,34.5,ComteOlden,ThermoFresh,2.1899999999999977
Alosa fallax,Hypophthalmichthys molitrix,GloBI,preysOn,,32.31,36.27,ComteOlden,ComteOlden,3.960000000000001
Alosa fallax,Hypophthalmichthys nobilis,GloBI,preysOn,,32.31,37.92,ComteOlden,ComteOlden,5.609999999999999
Alosa fallax,Lepomis gibbosus,GloBI,preysOn,,32.31,33.8035,ComteOlden,ThermoFresh,1.4934999999999974
Alosa fallax,Leucaspius delineatus,GloBI,preysOn,,32.31,34.3566666666667,ComteOlden,ThermoFresh,2.0466666666666953
Alosa fallax,Leuciscus aspius,GloBI,preysOn,,32.31,34.92,ComteOlden,ComteOlden,2.6099999999999994
Alosa fallax,Leuciscus leuciscus,GloBI,preysOn,,32.31,32.57,ComteOlden,ComteOlden,0.259999999999998
Alosa fallax,Lota lota,GloBI,preysOn,,32.31,27.11875,ComteOlden,ThermoFresh,5.191250000000004
Alosa fallax,Micropterus salmoides,GloBI,preysOn,,32.31,36.4,ComteOlden,ThermoFresh,4.089999999999996
Alosa fallax,Neogobius melanostomus,GloBI,preysOn,,32.31,33.726,ComteOlden,ThermoFresh,1.4159999999999968
Alosa fallax,Oncorhynchus mykiss,GloBI,preysOn,,32.31,28.6755405405405,ComteOlden,ThermoFresh,3.634459459459503
Alosa fallax,Padogobius bonelli,GloBI,preysOn,,32.31,31.74,ComteOlden,ComteOlden,0.5700000000000038
Alosa fallax,Parachondrostoma toxostoma,GloBI,preysOn,,32.31,34.17,ComteOlden,ComteOlden,1.8599999999999994
Alosa fallax,Perca fluviatilis,GloBI,preysOn,,32.31,28.6920833333333,ComteOlden,ThermoFresh,3.6179166666667015
Alosa fallax,Phoxinus lumaireul,GloBI,preysOn,,32.31,29.52,ComteOlden,ComteOlden,2.7900000000000027
Alosa fallax,Pomatoschistus microps,GloBI,eats;preysOn,,32.31,33.7272727272727,ComteOlden,ThermoFresh,1.417272727272696
Alosa fallax,Pomatoschistus minutus,GloBI,eats;preysOn,,32.31,28.4,ComteOlden,ThermoFresh,3.9100000000000037
Alosa fallax,Ponticola kessleri,GloBI,preysOn,,32.31,34.03,ComteOlden,ComteOlden,1.7199999999999989
Alosa fallax,Pseudorasbora parva,GloBI,preysOn,,32.31,38.515,ComteOlden,ThermoFresh,6.204999999999998
Alosa fallax,Rhodeus amarus,GloBI,preysOn,,32.31,34.1,ComteOlden,ComteOlden,1.7899999999999991
Alosa fallax,Rutilus aula,GloBI,preysOn,,32.31,32.32,ComteOlden,ComteOlden,0.00999999999999801
Alosa fallax,Rutilus pigus,GloBI,preysOn,,32.31,33.59,ComteOlden,ComteOlden,1.2800000000000011
Alosa fallax,Rutilus rutilus,GloBI,preysOn,,32.31,28.5058333333333,ComteOlden,ThermoFresh,3.8041666666667027
Alosa fallax,Sabanejewia larvata,GloBI,preysOn,,32.31,32.71,ComteOlden,ComteOlden,0.3999999999999986
Alosa fallax,Salariopsis fluviatilis,GloBI,preysOn,,32.31,34.96,ComteOlden,ComteOlden,2.6499999999999986
Alosa fallax,Salmo labrax,GloBI,preysOn,,32.31,32.32,ComteOlden,ComteOlden,0.00999999999999801
Alosa fallax,Salmo marmoratus,GloBI,preysOn,,32.31,30.21,ComteOlden,ComteOlden,2.1000000000000014
Alosa fallax,Salmo salar,GloBI,preysOn,,32.31,30.3326495726496,ComteOlden,ThermoFresh,1.9773504273504017
Alosa fallax,Salmo trutta,GloBI,preysOn,,32.31,27.6830769230769,ComteOlden,ThermoFresh,4.626923076923102
Alosa fallax,Salvelinus fontinalis,GloBI,preysOn,,32.31,28.9883333333333,ComteOlden,ThermoFresh,3.321666666666701
Alosa fallax,Salvelinus namaycush,GloBI,preysOn,,32.31,27.385,ComteOlden,ThermoFresh,4.925000000000001
Alosa fallax,Sander lucioperca,GloBI,preysOn,,32.31,35.4428571428571,ComteOlden,ThermoFresh,3.132857142857098
Alosa fallax,Scardinius erythrophthalmus,GloBI,preysOn,,32.31,34.94,ComteOlden,ComteOlden,2.6299999999999955
Alosa fallax,Silurus glanis,GloBI,preysOn,,32.31,36.15,ComteOlden,ComteOlden,3.8399999999999963
Alosa fallax,Squalius cephalus,GloBI,preysOn,,32.31,36.48,ComteOlden,ThermoFresh,4.169999999999995
Alosa fallax,Telestes muticellus,GloBI,preysOn,,32.31,33.48,ComteOlden,ComteOlden,1.1699999999999946
Alosa fallax,Telestes souffia,GloBI,preysOn,,32.31,33.18,ComteOlden,ComteOlden,0.8699999999999974
Alosa fallax,Thymallus thymallus,GloBI,preysOn,,32.31,29.4333333333333,ComteOlden,ThermoFresh,2.8766666666667007
Alosa fallax,Tinca tinca,GloBI,preysOn,,32.31,35.6875,ComteOlden,ThermoFresh,3.3774999999999977
Alosa macedonica,Alburnus alburnus,GloBI,eats;preysOn,,34.12,37.7,ComteOlden,ThermoFresh,3.5800000000000054
Alosa macedonica,Knipowitschia caucasica,GloBI,eats;preysOn,,34.12,36.07,ComteOlden,ComteOlden,1.9500000000000028
Alosa macedonica,Rutilus rutilus,GloBI,eats;preysOn,,34.12,28.5058333333333,ComteOlden,ThermoFresh,5.614166666666698
Alosa mediocris,Gammarus tigrinus,GloBI,preysOn,,34.7,32.6985714285714,ComteOlden,ThermoFresh,2.0014285714286046
Alosa mediocris,Hyalella azteca,GloBI,preysOn,,34.7,41.1175,ComteOlden,ThermoFresh,6.417499999999997
Alosa mediocris,Uma inornata,GloBI,preysOn,,34.7,45.0,ComteOlden,GlobTherm,10.299999999999997
Alosa pseudoharengus,Corophium volutator,GloBI,eats;preysOn,,30.4625,33.1452777775,ThermoFresh,ThermoFresh,2.6827777775
Alosa sapidissima,Anchoa mitchilli,GloBI,preysOn,,32.58,36.68,ComteOlden,ComteOlden,4.100000000000001
Alosa sapidissima,Gammarus tigrinus,GloBI,preysOn,,32.58,32.6985714285714,ComteOlden,ThermoFresh,0.1185714285713999
Alosa sapidissima,Hyalella azteca,GloBI,preysOn,,32.58,41.1175,ComteOlden,ThermoFresh,8.537500000000001
Alosa sapidissima,Oncorhynchus tshawytscha,GloBI,eats;preysOn,,32.58,28.7821875,ComteOlden,ThermoFresh,3.797812499999999
Alosa sapidissima,Osmerus eperlanus,GloBI,eats;preysOn,,32.58,27.8,ComteOlden,ComteOlden,4.779999999999998
Alosa sapidissima,Uma inornata,GloBI,preysOn,,32.58,45.0,ComteOlden,GlobTherm,12.420000000000002
Ambloplites rupestris,Daphnia galeata,GloBI,preysOn,,33.86,38.89,ComteOlden,ThermoFresh,5.030000000000001
Ambloplites rupestris,Hyalella azteca,GloBI,eats;preysOn,,33.86,41.1175,ComteOlden,ThermoFresh,7.2575
Ambloplites rupestris,Micropterus dolomieu,GloBI,preysOn,,33.86,33.3333333333333,ComteOlden,ThermoFresh,0.5266666666666993
Ambloplites rupestris,Micropterus salmoides,GloBI,preysOn,,33.86,36.4,ComteOlden,ThermoFresh,2.539999999999999
Ambloplites rupestris,Perca flavescens,GloBI,preysOn,,33.86,30.7,ComteOlden,ComteOlden,3.16
Ambloplites rupestris,Pomoxis nigromaculatus,GloBI,preysOn,,33.86,35.21,ComteOlden,ComteOlden,1.3500000000000014
Ameiurus catus,Dorosoma cepedianum,GloBI,eats;preysOn,,35.83,35.3,ComteOlden,ComteOlden,0.5300000000000011
Ameiurus nebulosus,Dorosoma cepedianum,GloBI,eats;preysOn,,38.1,35.3,ThermoFresh,ComteOlden,2.8000000000000043
Ameiurus nebulosus,Gila cypha,GloBI,preysOn,,38.1,34.76,ThermoFresh,ComteOlden,3.3400000000000034
Ameiurus nebulosus,Gymnocephalus cernua,GloBI,preysOn,,38.1,34.5,ThermoFresh,ThermoFresh,3.6000000000000014
Ameiurus nebulosus,Hyalella azteca,GloBI,eats;preysOn,,38.1,41.1175,ThermoFresh,ThermoFresh,3.0174999999999983
Ameiurus nebulosus,Salvelinus namaycush,GloBI,preysOn,,38.1,27.385,ThermoFresh,ThermoFresh,10.715
Amia calva,Ambloplites rupestris,GloBI,eats;preysOn,,36.44,33.86,ComteOlden,ComteOlden,2.5799999999999983
Amia calva,Ameiurus natalis,GloBI,eats;preysOn,,36.44,38.58,ComteOlden,ThermoFresh,2.1400000000000006
Amia calva,Cyprinus carpio,GloBI,eats;preysOn,,36.44,33.5484745762712,ComteOlden,ThermoFresh,2.891525423728801
Amia calva,Dorosoma cepedianum,GloBI,eats;preysOn,,36.44,35.3,ComteOlden,ComteOlden,1.1400000000000006
Amia calva,Esox americanus,GloBI,eats;preysOn,,36.44,36.2,ComteOlden,ComteOlden,0.23999999999999488
Amia calva,Etheostoma exile,GloBI,eats;preysOn,,36.44,31.98,ComteOlden,ComteOlden,4.459999999999997
Amia calva,Lepomis gibbosus,GloBI,eats;preysOn,,36.44,33.8035,ComteOlden,ThermoFresh,2.636499999999998
Amia calva,Lepomis macrochirus,GloBI,eats;preysOn,,36.44,36.8636,ComteOlden,ThermoFresh,0.4236000000000004
Amia calva,Lepomis megalotis,GloBI,eats;preysOn,,36.44,34.8014285714286,ComteOlden,ThermoFresh,1.638571428571396
Amia calva,Micropterus dolomieu,GloBI,eats;preysOn,,36.44,33.3333333333333,ComteOlden,ThermoFresh,3.1066666666666976
Amia calva,Micropterus salmoides,GloBI,eats;preysOn,,36.44,36.4,ComteOlden,ThermoFresh,0.03999999999999915
Amia calva,Perca flavescens,GloBI,eats;preysOn,,36.44,30.7,ComteOlden,ComteOlden,5.739999999999998
Amia calva,Umbra limi,GloBI,eats;preysOn,,36.44,37.68,ComteOlden,ComteOlden,1.240000000000002
Anax imperator,Coenagrion puella,GloBI,preysOn,,37.9,42.995,ThermoFresh,ThermoFresh,5.094999999999999
Anax imperator,Daphnia magna,GloBI,preysOn,,37.9,40.07,ThermoFresh,ThermoFresh,2.1700000000000017
Anax imperator,Ischnura elegans,GloBI,eats;preysOn,,37.9,43.7361538461539,ThermoFresh,ThermoFresh,5.836153846153898
Anax junius,Anaxyrus boreas,GloBI,eats;preysOn,,45.6,36.5,GlobTherm,GlobTherm,9.100000000000001
Anax junius,Erythemis simplicicollis,GloBI,eats;preysOn,,45.6,46.0,GlobTherm,ThermoFresh,0.3999999999999986
