pred,prey,interaction_sources,interaction_types,study_citations,pred_trait,prey_trait,trait_source_pred,trait_source_prey,absdiff
Cyprinus carpio,Aquarius paludum,GloBI,preysOn,,40.3714285714286,43.4,ThermoFresh,ThermoFresh,3.0285714285713965
Cyprinus carpio,Astacus astacus,GloBI,preysOn,,40.3714285714286,35.3,ThermoFresh,ThermoFresh,5.071428571428605
Cyprinus carpio,Baetis rhodani,GloBI,preysOn,,40.3714285714286,25.7,ThermoFresh,ThermoFresh,14.671428571428603
Cyprinus carpio,Caenis luctuosa,GloBI,preysOn,,40.3714285714286,38.0,ThermoFresh,ThermoFresh,2.371428571428602
Cyprinus carpio,Calopteryx virgo,GloBI,preysOn,,40.3714285714286,38.9,ThermoFresh,ThermoFresh,1.4714285714286035
Cyprinus carpio,Cloeon dipterum,GloBI,preysOn,,40.3714285714286,39.6,ThermoFresh,ThermoFresh,0.7714285714286007
Cyprinus carpio,Dikerogammarus villosus,GloBI,preysOn,,40.3714285714286,33.1654545454545,ThermoFresh,ThermoFresh,7.2059740259741005
Cyprinus carpio,Dreissena polymorpha,GloBI,eats;preysOn,,40.3714285714286,35.7116666666667,ThermoFresh,ThermoFresh,4.6597619047619006
Cyprinus carpio,Drusus annulatus,GloBI,preysOn,,40.3714285714286,33.8,ThermoFresh,ThermoFresh,6.571428571428605
Cyprinus carpio,Echinogammarus berilloni,GloBI,preysOn,,40.3714285714286,33.5871428571429,ThermoFresh,ThermoFresh,6.784285714285701
Cyprinus carpio,Echinogammarus ischnus,GloBI,preysOn,,40.3714285714286,33.5,ThermoFresh,ThermoFresh,6.871428571428602
Cyprinus carpio,Ephemera danica,GloBI,preysOn,,40.3714285714286,38.7,ThermoFresh,ThermoFresh,1.6714285714285992
Cyprinus carpio,Gammarus fossarum,GloBI,preysOn,,40.3714285714286,32.6688888888889,ThermoFresh,ThermoFresh,7.702539682539701
Cyprinus carpio,Gammarus pulex,GloBI,preysOn,,40.3714285714286,35.1108333333333,ThermoFresh,ThermoFresh,5.260595238095306
Cyprinus carpio,Gammarus roeselii,GloBI,preysOn,,40.3714285714286,33.38,ThermoFresh,ThermoFresh,6.9914285714285995
Cyprinus carpio,Gammarus tigrinus,GloBI,preysOn,,40.3714285714286,36.2254545454545,ThermoFresh,ThermoFresh,4.145974025974105
Cyprinus carpio,Heptagenia sulphurea,GloBI,preysOn,,40.3714285714286,32.3,ThermoFresh,ThermoFresh,8.071428571428605
Cyprinus carpio,Hydropsyche pellucidula,GloBI,preysOn,,40.3714285714286,32.3,ThermoFresh,ThermoFresh,8.071428571428605
Cyprinus carpio,Leuctra fusca,GloBI,preysOn,,40.3714285714286,34.8,ThermoFresh,ThermoFresh,5.571428571428605
Cyprinus carpio,Nemurella pictetii,GloBI,preysOn,,40.3714285714286,33.1,ThermoFresh,ThermoFresh,7.271428571428601
Cyprinus carpio,Pomacea canaliculata,GloBI,eats,,40.3714285714286,47.0,ThermoFresh,ThermoFresh,6.628571428571398
Cyprinus carpio,Rhyacophila dorsalis,GloBI,preysOn,,40.3714285714286,24.6,ThermoFresh,ThermoFresh,15.7714285714286
Cyprinus carpio,Serratella ignita,GloBI,preysOn,,40.3714285714286,35.0,ThermoFresh,ThermoFresh,5.371428571428602
Dikerogammarus villosus,Agapetus fuscipes,GloBI,preysOn,,33.1654545454545,35.2,ThermoFresh,ThermoFresh,2.0345454545455013
Dikerogammarus villosus,Ancylus fluviatilis,GloBI,preysOn,,33.1654545454545,37.9,ThermoFresh,ThermoFresh,4.734545454545497
Dikerogammarus villosus,Asellus aquaticus,GloBI,preysOn,,33.1654545454545,35.725,ThermoFresh,ThermoFresh,2.5595454545455
Dikerogammarus villosus,Astacus astacus,GloBI,preysOn,,33.1654545454545,35.3,ThermoFresh,ThermoFresh,2.1345454545454956
Dikerogammarus villosus,Baetis rhodani,GloBI,preysOn,,33.1654545454545,25.7,ThermoFresh,ThermoFresh,7.465454545454502
Dikerogammarus villosus,Caenis luctuosa,GloBI,preysOn,,33.1654545454545,38.0,ThermoFresh,ThermoFresh,4.834545454545498
Dikerogammarus villosus,Cloeon dipterum,GloBI,preysOn,,33.1654545454545,39.6,ThermoFresh,ThermoFresh,6.4345454545455
Dikerogammarus villosus,Drusus annulatus,GloBI,preysOn,,33.1654545454545,33.8,ThermoFresh,ThermoFresh,0.6345454545454956
Dikerogammarus villosus,Echinogammarus berilloni,GloBI,preysOn,,33.1654545454545,33.5871428571429,ThermoFresh,ThermoFresh,0.42168831168839915
Dikerogammarus villosus,Echinogammarus ischnus,GloBI,preysOn,,33.1654545454545,33.5,ThermoFresh,ThermoFresh,0.33454545454549844
Dikerogammarus villosus,Ephemera danica,GloBI,preysOn,,33.1654545454545,38.7,ThermoFresh,ThermoFresh,5.534545454545501
Dikerogammarus villosus,Gammarus fossarum,GloBI,preysOn,,33.1654545454545,32.6688888888889,ThermoFresh,ThermoFresh,0.4965656565656005
Dikerogammarus villosus,Gammarus pulex,GloBI,preysOn,,33.1654545454545,35.1108333333333,ThermoFresh,ThermoFresh,1.945378787878795
Dikerogammarus villosus,Gammarus roeselii,GloBI,eats;preysOn,,33.1654545454545,33.38,ThermoFresh,ThermoFresh,0.214545454545501
Dikerogammarus villosus,Gammarus tigrinus,GloBI,preysOn,,33.1654545454545,36.2254545454545,ThermoFresh,ThermoFresh,3.059999999999995
Dikerogammarus villosus,Heptagenia sulphurea,GloBI,preysOn,,33.1654545454545,32.3,ThermoFresh,ThermoFresh,0.8654545454545044
Dikerogammarus villosus,Hydropsyche pellucidula,GloBI,preysOn,,33.1654545454545,32.3,ThermoFresh,ThermoFresh,0.8654545454545044
Dikerogammarus villosus,Leuctra fusca,GloBI,preysOn,,33.1654545454545,34.8,ThermoFresh,ThermoFresh,1.6345454545454956
Dikerogammarus villosus,Nemurella pictetii,GloBI,preysOn,,33.1654545454545,33.1,ThermoFresh,ThermoFresh,0.06545454545450013
Dikerogammarus villosus,Serratella ignita,GloBI,preysOn,,33.1654545454545,35.0,ThermoFresh,ThermoFresh,1.8345454545454984
Gammarus pulex,Asellus aquaticus,GloBI,preysOn,,35.1108333333333,35.725,ThermoFresh,ThermoFresh,0.6141666666667049
Gammarus pulex,Baetis rhodani,GloBI,eats;preysOn,,35.1108333333333,25.7,ThermoFresh,ThermoFresh,9.410833333333297
Gammarus pulex,Crangonyx pseudogracilis,GloBI,preysOn,,35.1108333333333,37.1333333333333,ThermoFresh,ThermoFresh,2.022500000000001
Gammarus pulex,Leuctra fusca,GloBI,preysOn,,35.1108333333333,34.8,ThermoFresh,ThermoFresh,0.3108333333332993
Glossiphonia complanata,Asellus aquaticus,GloBI,preysOn,,36.7683333333333,35.725,ThermoFresh,ThermoFresh,1.043333333333301
Glossiphonia complanata,Bithynia tentaculata,GloBI,preysOn,,36.7683333333333,38.3133333333333,ThermoFresh,ThermoFresh,1.5449999999999946
Glossiphonia complanata,Ephemera danica,GloBI,preysOn,,36.7683333333333,38.7,ThermoFresh,ThermoFresh,1.9316666666667004
Glossiphonia complanata,Gammarus pulex,GloBI,preysOn,,36.7683333333333,35.1108333333333,ThermoFresh,ThermoFresh,1.657500000000006
Glossiphonia complanata,Leuctra fusca,GloBI,preysOn,,36.7683333333333,34.8,ThermoFresh,ThermoFresh,1.9683333333333053
Helobdella stagnalis,Asellus aquaticus,GloBI,preysOn,,40.0,35.725,ThermoFresh,ThermoFresh,4.274999999999999
Helobdella stagnalis,Bithynia tentaculata,GloBI,preysOn,,40.0,38.3133333333333,ThermoFresh,ThermoFresh,1.686666666666703
Helobdella stagnalis,Cloeon dipterum,GloBI,eats;preysOn,,40.0,39.6,ThermoFresh,ThermoFresh,0.3999999999999986
Helobdella stagnalis,Gammarus pulex,GloBI,preysOn,,40.0,35.1108333333333,ThermoFresh,ThermoFresh,4.8891666666667035
Hydropsyche pellucidula,Baetis rhodani,GloBI,eats;preysOn,,32.3,25.7,ThermoFresh,ThermoFresh,6.599999999999998
Hydropsyche pellucidula,Gammarus pulex,GloBI,eats;preysOn,,32.3,35.1108333333333,ThermoFresh,ThermoFresh,2.8108333333332993
Hydropsyche pellucidula,Heptagenia sulphurea,GloBI,preysOn,,32.3,32.3,ThermoFresh,ThermoFresh,0.0
Hydropsyche pellucidula,Leuctra fusca,GloBI,preysOn,,32.3,34.8,ThermoFresh,ThermoFresh,2.5
Hydropsyche pellucidula,Limnius volckmari,GloBI,preysOn,,32.3,36.5,ThermoFresh,ThermoFresh,4.200000000000003
Ictalurus punctatus,Cyprinus carpio,GloBI,preysOn,,38.51,40.3714285714286,ThermoFresh,ThermoFresh,1.861428571428604
Ictalurus punctatus,Gammarus tigrinus,GloBI,eats,,38.51,36.2254545454545,ThermoFresh,ThermoFresh,2.2845454545455013
Ictalurus punctatus,Heterandria formosa,GloBI,eats;preysOn,,38.51,38.5425,ThermoFresh,ThermoFresh,0.03249999999999886
Ictalurus punctatus,Lepomis macrochirus,GloBI,preysOn,,38.51,39.9083333333333,ThermoFresh,ThermoFresh,1.398333333333305
Lates calcarifer,Chanos chanos,GloBI,eats;preysOn,,40.97,42.12,ThermoFresh,ThermoFresh,1.1499999999999986
Lates calcarifer,Cyprinus carpio,GloBI,preysOn,,40.97,40.3714285714286,ThermoFresh,ThermoFresh,0.5985714285713968
Lepomis macrochirus,Cyprinus carpio,GloBI,preysOn,,39.9083333333333,40.3714285714286,ThermoFresh,ThermoFresh,0.46309523809529907
Lepomis macrochirus,Gammarus tigrinus,GloBI,preysOn,,39.9083333333333,36.2254545454545,ThermoFresh,ThermoFresh,3.6828787878788063
Oncorhynchus keta,Clupea pallasii,GloBI,preysOn,,28.85,27.85,ThermoFresh,ThermoFresh,1.0
Platichthys flesus,Ampullaceana balthica,GloBI,preysOn,,31.0,40.8,ThermoFresh,ThermoFresh,9.799999999999997
Platichthys flesus,Ancylus fluviatilis,GloBI,eats;preysOn,,31.0,37.9,ThermoFresh,ThermoFresh,6.899999999999999
Platichthys flesus,Anguilla anguilla,GloBI,preysOn,,31.0,36.15,ThermoFresh,ThermoFresh,5.149999999999999
Platichthys flesus,Gammarus pulex,GloBI,eats;preysOn,,31.0,35.1108333333333,ThermoFresh,ThermoFresh,4.1108333333332965
Platichthys flesus,Glossiphonia complanata,GloBI,eats;preysOn,,31.0,36.7683333333333,ThermoFresh,ThermoFresh,5.7683333333333024
Platichthys flesus,Hydropsyche pellucidula,GloBI,preysOn,,31.0,32.3,ThermoFresh,ThermoFresh,1.2999999999999972
Platichthys flesus,Pleuronectes platessa,GloBI,preysOn,,31.0,34.0,ThermoFresh,ThermoFresh,3.0
Pleuronectes platessa,Anguilla anguilla,GloBI,eats,,34.0,36.15,ThermoFresh,ThermoFresh,2.1499999999999986
Pomacea canaliculata,Cyprinus carpio,GloBI,eats,,47.0,40.3714285714286,ThermoFresh,ThermoFresh,6.628571428571398
Rhyacophila dorsalis,Baetis rhodani,GloBI,preysOn,,24.6,25.7,ThermoFresh,ThermoFresh,1.0999999999999979
Rhyacophila dorsalis,Elmis aenea,GloBI,eats;preysOn,,24.6,38.15,ThermoFresh,ThermoFresh,13.549999999999997
Rhyacophila dorsalis,Heptagenia sulphurea,GloBI,preysOn,,24.6,32.3,ThermoFresh,ThermoFresh,7.699999999999996
Rhyacophila dorsalis,Hydropsyche pellucidula,GloBI,preysOn,,24.6,32.3,ThermoFresh,ThermoFresh,7.699999999999996
Rhyacophila dorsalis,Leuctra fusca,GloBI,preysOn,,24.6,34.8,ThermoFresh,ThermoFresh,10.199999999999996
Sialis lutaria,Asellus aquaticus,GloBI,eats;preysOn,,40.7,35.725,ThermoFresh,ThermoFresh,4.975000000000001
Sialis lutaria,Caenis luctuosa,GloBI,eats;preysOn,,40.7,38.0,ThermoFresh,ThermoFresh,2.700000000000003
Sialis lutaria,Crangonyx pseudogracilis,GloBI,eats;preysOn,,40.7,37.1333333333333,ThermoFresh,ThermoFresh,3.5666666666667055
