pred,prey,interaction_sources,interaction_types,study_citations,pred_trait,prey_trait,trait_source_pred,trait_source_prey,absdiff
Dorosoma cepedianum,Hyalella azteca,GloBI,preysOn,,28.5,33.1,ThermoFresh,ThermoFresh,4.600000000000001
Esox lucius,Ameiurus nebulosus,GloBI,preysOn,,25.5,35.7,ThermoFresh,ThermoFresh,10.200000000000003
Esox lucius,Baetis rhodani,GloBI,eats;preysOn,,25.5,21.15,ThermoFresh,ThermoFresh,4.350000000000001
Esox lucius,Baetis vernus,GloBI,eats;preysOn,,25.5,21.3,ThermoFresh,ThermoFresh,4.199999999999999
Esox lucius,Catostomus commersonii,GloBI,eats;preysOn,,25.5,24.4304347826087,ThermoFresh,ThermoFresh,1.0695652173913004
Esox lucius,Cloeon dipterum,GloBI,preysOn,,25.5,29.35,ThermoFresh,ThermoFresh,3.8500000000000014
Esox lucius,Coregonus artedi,GloBI,preysOn,,25.5,19.8,ThermoFresh,ThermoFresh,5.699999999999999
Esox lucius,Coregonus clupeaformis,GloBI,eats;preysOn,,25.5,24.474,ThermoFresh,ThermoFresh,1.0259999999999998
Esox lucius,Cottus cognatus,GloBI,preysOn,,25.5,3.5,ThermoFresh,GlobTherm,22.0
Esox lucius,Ctenopharyngodon idella,GloBI,preysOn,,25.5,36.95,ThermoFresh,ThermoFresh,11.450000000000003
Esox lucius,Dikerogammarus villosus,GloBI,preysOn,,25.5,23.4,ThermoFresh,ThermoFresh,2.1000000000000014
Esox lucius,Dorosoma cepedianum,GloBI,eats;preysOn,,25.5,28.5,ThermoFresh,ThermoFresh,3.0
Esox lucius,Ecdyonurus venosus,GloBI,preysOn,,25.5,26.6,ThermoFresh,ThermoFresh,1.1000000000000014
Esox lucius,Faxonius rusticus,GloBI,preysOn,,25.5,35.2,ThermoFresh,ThermoFresh,9.700000000000003
Esox lucius,Gammarus pulex,GloBI,eats;preysOn,,25.5,25.5,ThermoFresh,ThermoFresh,0.0
Esox lucius,Lepomis macrochirus,GloBI,eats;preysOn,,25.5,33.0,ThermoFresh,ThermoFresh,7.5
Esox lucius,Micropterus salmoides,GloBI,eats;preysOn,,25.5,35.6,ThermoFresh,ThermoFresh,10.100000000000001
Esox lucius,Platichthys flesus,GloBI,eats;preysOn,,25.5,29.0,ThermoFresh,ThermoFresh,3.5
Esox lucius,Rhithrogena semicolorata,GloBI,eats;preysOn,,25.5,23.55,ThermoFresh,ThermoFresh,1.9499999999999993
Esox lucius,Rutilus rutilus,GloBI,eats;preysOn,,25.5,30.168,ThermoFresh,ThermoFresh,4.667999999999999
Esox lucius,Salvelinus alpinus,GloBI,eats;preysOn,,25.5,19.9,ThermoFresh,ThermoFresh,5.600000000000001
Gammarus pulex,Asellus aquaticus,GloBI,preysOn,,25.5,30.4,ThermoFresh,ThermoFresh,4.899999999999999
Gammarus pulex,Baetis rhodani,GloBI,eats;preysOn,,25.5,21.15,ThermoFresh,ThermoFresh,4.350000000000001
Gammarus pulex,Baetis vernus,GloBI,preysOn,,25.5,21.3,ThermoFresh,ThermoFresh,4.199999999999999
Gammarus pulex,Chironomus longistylus,GloBI,preysOn,,25.5,35.5,ThermoFresh,ThermoFresh,10.0
Gammarus pulex,Chironomus riparius,GloBI,preysOn,,25.5,34.5,ThermoFresh,ThermoFresh,9.0
Gammarus pulex,Micropsectra junci,GloBI,preysOn,,25.5,29.0,ThermoFresh,ThermoFresh,3.5
Gammarus pulex,Paratendipes albimanus,GloBI,preysOn,,25.5,35.0,ThermoFresh,ThermoFresh,9.5
Gammarus pulex,Prodiamesa olivacea,GloBI,preysOn,,25.5,30.0,ThermoFresh,ThermoFresh,4.5
Gammarus pulex,Psectrotanypus varius,GloBI,preysOn,,25.5,38.8,ThermoFresh,ThermoFresh,13.299999999999997
Gammarus pulex,Pseudodiamesa branickii,GloBI,preysOn,,25.5,32.11,ThermoFresh,ThermoFresh,6.609999999999999
Gobiomorphus cotidianus,Potamopyrgus antipodarum,GloBI,eats;preysOn,,30.9,32.4,ThermoFresh,ThermoFresh,1.5
Gobiomorphus cotidianus,Zelandobius furcillatus,GloBI,eats;preysOn,,30.9,25.75,ThermoFresh,ThermoFresh,5.149999999999999
Gobius paganellus,Nucella lapillus,GloBI,preysOn,,30.5,10.9,GlobTherm,GlobTherm,19.6
Kuhlia sandvicensis,Poecilia reticulata,GloBI,eats;preysOn,,24.05,24.695,GlobTherm,ThermoFresh,0.6449999999999996
Lepomis macrochirus,Corbicula fluminea,GloBI,eats;preysOn,,33.0,29.2833333333333,ThermoFresh,ThermoFresh,3.7166666666667005
Lepomis macrochirus,Faxonius rusticus,GloBI,eats,,33.0,35.2,ThermoFresh,ThermoFresh,2.200000000000003
Lepomis macrochirus,Gammarus fasciatus,GloBI,preysOn,,33.0,31.1,ThermoFresh,ThermoFresh,1.8999999999999986
Lepomis macrochirus,Hyalella azteca,GloBI,eats;preysOn,,33.0,33.1,ThermoFresh,ThermoFresh,0.10000000000000142
Lucania parva,Dreissena polymorpha,GloBI,preysOn,,37.1,33.0,GlobTherm,ThermoFresh,4.100000000000001
Lucania parva,Gemma gemma,GloBI,preysOn,,37.1,35.0,GlobTherm,GlobTherm,2.1000000000000014
Lucania parva,Macoma balthica,GloBI,preysOn,,37.1,11.98,GlobTherm,GlobTherm,25.12
Lucania parva,Mulinia lateralis,GloBI,preysOn,,37.1,32.0,GlobTherm,GlobTherm,5.100000000000001
Lucania parva,Mya arenaria,GloBI,preysOn,,37.1,32.0,GlobTherm,GlobTherm,5.100000000000001
Lucania parva,Mytilus edulis,GloBI,preysOn,,37.1,11.15,GlobTherm,GlobTherm,25.950000000000003
Macropelopia nebulosa,Prodiamesa olivacea,GloBI,eats;preysOn,,30.5,30.0,ThermoFresh,ThermoFresh,0.5
Menidia menidia,Gammarus fasciatus,GloBI,preysOn,,15.8125,31.1,ThermoFresh,ThermoFresh,15.287500000000001
Menidia menidia,Hyalella azteca,GloBI,preysOn,,15.8125,33.1,ThermoFresh,ThermoFresh,17.2875
Metacarcinus magister,Mya arenaria,GloBI,eats,,33.5,32.0,GlobTherm,GlobTherm,1.5
Micropterus salmoides,Ameiurus nebulosus,GloBI,preysOn,,35.6,35.7,ThermoFresh,ThermoFresh,0.10000000000000142
Micropterus salmoides,Atyaephyra desmarestii,GloBI,eats;preysOn,,35.6,24.0,ThermoFresh,ThermoFresh,11.600000000000001
Micropterus salmoides,Catostomus commersonii,GloBI,preysOn,,35.6,24.4304347826087,ThermoFresh,ThermoFresh,11.169565217391302
Micropterus salmoides,Chironomus longistylus,GloBI,preysOn,,35.6,35.5,ThermoFresh,ThermoFresh,0.10000000000000142
Micropterus salmoides,Chironomus riparius,GloBI,eats;preysOn,,35.6,34.5,ThermoFresh,ThermoFresh,1.1000000000000014
Micropterus salmoides,Coregonus artedi,GloBI,preysOn,,35.6,19.8,ThermoFresh,ThermoFresh,15.8
Micropterus salmoides,Coregonus clupeaformis,GloBI,preysOn,,35.6,24.474,ThermoFresh,ThermoFresh,11.126000000000001
Micropterus salmoides,Ctenopharyngodon idella,GloBI,preysOn,,35.6,36.95,ThermoFresh,ThermoFresh,1.3500000000000014
Micropterus salmoides,Dorosoma cepedianum,GloBI,eats;preysOn,,35.6,28.5,ThermoFresh,ThermoFresh,7.100000000000001
Micropterus salmoides,Esox lucius,GloBI,preysOn,,35.6,25.5,ThermoFresh,ThermoFresh,10.100000000000001
Micropterus salmoides,Gammarus pulex,GloBI,preysOn,,35.6,25.5,ThermoFresh,ThermoFresh,10.100000000000001
Micropterus salmoides,Hyalella azteca,GloBI,eats;preysOn,,35.6,33.1,ThermoFresh,ThermoFresh,2.5
Micropterus salmoides,Lepomis macrochirus,GloBI,eats;preysOn,,35.6,33.0,ThermoFresh,ThermoFresh,2.6000000000000014
Micropterus salmoides,Micropsectra junci,GloBI,preysOn,,35.6,29.0,ThermoFresh,ThermoFresh,6.600000000000001
Micropterus salmoides,Oncorhynchus tshawytscha,GloBI,eats;preysOn,,35.6,15.1333333333333,ThermoFresh,ThermoFresh,20.4666666666667
Micropterus salmoides,Oreochromis mossambicus,GloBI,preysOn,,35.6,38.25,ThermoFresh,ThermoFresh,2.6499999999999986
Micropterus salmoides,Paratendipes albimanus,GloBI,preysOn,,35.6,35.0,ThermoFresh,ThermoFresh,0.6000000000000014
Micropterus salmoides,Poecilia reticulata,GloBI,eats;preysOn,,35.6,24.695,ThermoFresh,ThermoFresh,10.905000000000001
Micropterus salmoides,Rutilus rutilus,GloBI,eats;preysOn,,35.6,30.168,ThermoFresh,ThermoFresh,5.432000000000002
Morone chrysops,Dorosoma cepedianum,GloBI,eats;preysOn,,35.6,28.5,ThermoFresh,ThermoFresh,7.100000000000001
Morone chrysops,Lepomis macrochirus,GloBI,eats;preysOn,,35.6,33.0,ThermoFresh,ThermoFresh,2.6000000000000014
Morone saxatilis,Alosa pseudoharengus,GloBI,eats;preysOn,,20.55,31.0,ThermoFresh,ThermoFresh,10.45
Morone saxatilis,Corbicula fluminea,GloBI,eats;preysOn,,20.55,29.2833333333333,ThermoFresh,ThermoFresh,8.733333333333299
Morone saxatilis,Dorosoma cepedianum,GloBI,eats;preysOn,,20.55,28.5,ThermoFresh,ThermoFresh,7.949999999999999
Morone saxatilis,Gammarus fasciatus,GloBI,preysOn,,20.55,31.1,ThermoFresh,ThermoFresh,10.55
Morone saxatilis,Gobiesox strumosus,GloBI,preysOn,,20.55,31.1,ThermoFresh,GlobTherm,10.55
Morone saxatilis,Hyalella azteca,GloBI,preysOn,,20.55,33.1,ThermoFresh,ThermoFresh,12.55
Morone saxatilis,Lepomis macrochirus,GloBI,eats;preysOn,,20.55,33.0,ThermoFresh,ThermoFresh,12.45
Morone saxatilis,Lucania parva,GloBI,preysOn,,20.55,37.1,ThermoFresh,GlobTherm,16.55
Morone saxatilis,Menidia menidia,GloBI,eats;preysOn,,20.55,15.8125,ThermoFresh,ThermoFresh,4.737500000000001
Morone saxatilis,Mytilus edulis,GloBI,eats;preysOn,,20.55,11.15,ThermoFresh,GlobTherm,9.4
Morone saxatilis,Oncorhynchus tshawytscha,GloBI,eats;preysOn,,20.55,15.1333333333333,ThermoFresh,ThermoFresh,5.4166666666667
Morone saxatilis,Sphoeroides maculatus,GloBI,eats;preysOn,,20.55,22.1571428571429,ThermoFresh,ThermoFresh,1.6071428571429003
Mullus surmuletus,Littorina littorea,GloBI,preysOn,,29.4,11.15,GlobTherm,GlobTherm,18.25
Mullus surmuletus,Littorina obtusata,GloBI,preysOn,,29.4,8.3,GlobTherm,GlobTherm,21.099999999999998
Mullus surmuletus,Littorina saxatilis,GloBI,preysOn,,29.4,35.0,GlobTherm,ThermoFresh,5.600000000000001
Mullus surmuletus,Mytilus edulis,GloBI,preysOn,,29.4,11.15,GlobTherm,GlobTherm,18.25
Mullus surmuletus,Tigriopus brevicornis,GloBI,preysOn,,29.4,9.1,GlobTherm,GlobTherm,20.299999999999997
Mytilus edulis,Tigriopus brevicornis,GloBI,preysOn,,11.15,9.1,GlobTherm,GlobTherm,2.0500000000000007
Nucella lapillus,Cerastoderma edule,GloBI,eats,,10.9,13.9,GlobTherm,GlobTherm,3.0
Nucella lapillus,Littorina obtusata,GloBI,eats;preysOn,,10.9,8.3,GlobTherm,GlobTherm,2.5999999999999996
Nucella lapillus,Mytilus edulis,GloBI,eats;preysOn,,10.9,11.15,GlobTherm,GlobTherm,0.25
Nucella lapillus,Semibalanus balanoides,GloBI,eats;preysOn,,10.9,10.15,GlobTherm,GlobTherm,0.75
Nucella lapillus,Testudinalia testudinalis,GloBI,eats,,10.9,9.05,GlobTherm,GlobTherm,1.8499999999999996
Oncorhynchus clarkii,Oncorhynchus gorbuscha,GloBI,preysOn,,23.504,22.94,ThermoFresh,ThermoFresh,0.5640000000000001
Oncorhynchus clarkii,Oncorhynchus keta,GloBI,preysOn,,23.504,14.8888888888889,ThermoFresh,ThermoFresh,8.615111111111101
Oncorhynchus clarkii,Oncorhynchus kisutch,GloBI,eats;preysOn,,23.504,13.72,ThermoFresh,ThermoFresh,9.784
Oncorhynchus clarkii,Oncorhynchus nerka,GloBI,eats;preysOn,,23.504,13.77,ThermoFresh,ThermoFresh,9.734000000000002
Oncorhynchus clarkii,Oncorhynchus tshawytscha,GloBI,preysOn,,23.504,15.1333333333333,ThermoFresh,ThermoFresh,8.3706666666667
Oncorhynchus clarkii,Salvelinus alpinus,GloBI,eats;preysOn,,23.504,19.9,ThermoFresh,ThermoFresh,3.6040000000000028
Oncorhynchus kisutch,Alosa pseudoharengus,GloBI,eats;preysOn,,13.72,31.0,ThermoFresh,ThermoFresh,17.28
Oncorhynchus kisutch,Dorosoma cepedianum,GloBI,eats;preysOn,,13.72,28.5,ThermoFresh,ThermoFresh,14.78
Oncorhynchus kisutch,Oncorhynchus clarkii,GloBI,preysOn,,13.72,23.504,ThermoFresh,ThermoFresh,9.784
Oncorhynchus kisutch,Oncorhynchus gorbuscha,GloBI,eats;preysOn,,13.72,22.94,ThermoFresh,ThermoFresh,9.22
Oncorhynchus kisutch,Oncorhynchus keta,GloBI,eats;preysOn,,13.72,14.8888888888889,ThermoFresh,ThermoFresh,1.1688888888888993
Oncorhynchus kisutch,Oncorhynchus nerka,GloBI,eats;preysOn,,13.72,13.77,ThermoFresh,ThermoFresh,0.049999999999998934
Oncorhynchus kisutch,Oncorhynchus tshawytscha,GloBI,preysOn,,13.72,15.1333333333333,ThermoFresh,ThermoFresh,1.4133333333333002
Oncorhynchus tshawytscha,Alosa pseudoharengus,GloBI,eats;preysOn,,15.1333333333333,31.0,ThermoFresh,ThermoFresh,15.8666666666667
Oncorhynchus tshawytscha,Oncorhynchus keta,GloBI,preysOn,,15.1333333333333,14.8888888888889,ThermoFresh,ThermoFresh,0.24444444444440094
Oncorhynchus tshawytscha,Oncorhynchus kisutch,GloBI,preysOn,,15.1333333333333,13.72,ThermoFresh,ThermoFresh,1.4133333333333002
Oncorhynchus tshawytscha,Potamopyrgus antipodarum,GloBI,eats,,15.1333333333333,32.4,ThermoFresh,ThermoFresh,17.266666666666698
Paragnetina media,Ephemerella subvaria,GloBI,eats;preysOn,,33.05,21.5,ThermoFresh,ThermoFresh,11.549999999999997
Platichthys flesus,Cerastoderma edule,GloBI,eats;preysOn,,29.0,13.9,ThermoFresh,GlobTherm,15.1
Platichthys flesus,Gammarus pulex,GloBI,eats;preysOn,,29.0,25.5,ThermoFresh,ThermoFresh,3.5
Platichthys flesus,Littorina littorea,GloBI,eats;preysOn,,29.0,11.15,ThermoFresh,GlobTherm,17.85
Platichthys flesus,Littorina obtusata,GloBI,preysOn,,29.0,8.3,ThermoFresh,GlobTherm,20.7
Platichthys flesus,Littorina saxatilis,GloBI,preysOn,,29.0,35.0,ThermoFresh,ThermoFresh,6.0
Platichthys flesus,Macoma balthica,GloBI,eats;preysOn,,29.0,11.98,ThermoFresh,GlobTherm,17.02
Platichthys flesus,Mya arenaria,GloBI,eats;preysOn,,29.0,32.0,ThermoFresh,GlobTherm,3.0
Platichthys flesus,Mytilus edulis,GloBI,eats;preysOn,,29.0,11.15,ThermoFresh,GlobTherm,17.85
Platichthys flesus,Pleuronectes platessa,GloBI,preysOn,,29.0,27.0,ThermoFresh,ThermoFresh,2.0
Platichthys flesus,Potamopyrgus antipodarum,GloBI,preysOn,,29.0,32.4,ThermoFresh,ThermoFresh,3.3999999999999986
Platichthys flesus,Rutilus rutilus,GloBI,eats;preysOn,,29.0,30.168,ThermoFresh,ThermoFresh,1.1679999999999993
Platichthys flesus,Semibalanus balanoides,GloBI,preysOn,,29.0,10.15,ThermoFresh,GlobTherm,18.85
Platichthys flesus,Spisula subtruncata,GloBI,eats;preysOn,,29.0,26.97,ThermoFresh,GlobTherm,2.030000000000001
Platichthys flesus,Tellina tenuis,GloBI,eats;preysOn,,29.0,27.57,ThermoFresh,GlobTherm,1.4299999999999997
Pleuronectes platessa,Cerastoderma edule,GloBI,eats;preysOn,,27.0,13.9,ThermoFresh,GlobTherm,13.1
Pleuronectes platessa,Littorina littorea,GloBI,eats;preysOn,,27.0,11.15,ThermoFresh,GlobTherm,15.85
Pleuronectes platessa,Littorina obtusata,GloBI,preysOn,,27.0,8.3,ThermoFresh,GlobTherm,18.7
Pleuronectes platessa,Littorina saxatilis,GloBI,preysOn,,27.0,35.0,ThermoFresh,ThermoFresh,8.0
Pleuronectes platessa,Macoma balthica,GloBI,eats;preysOn,,27.0,11.98,ThermoFresh,GlobTherm,15.02
Pleuronectes platessa,Mya arenaria,GloBI,eats;preysOn,,27.0,32.0,ThermoFresh,GlobTherm,5.0
Pleuronectes platessa,Mytilus edulis,GloBI,eats;preysOn,,27.0,11.15,ThermoFresh,GlobTherm,15.85
Pleuronectes platessa,Semibalanus balanoides,GloBI,preysOn,,27.0,10.15,ThermoFresh,GlobTherm,16.85
Pleuronectes platessa,Spisula subtruncata,GloBI,eats;preysOn,,27.0,26.97,ThermoFresh,GlobTherm,0.030000000000001137
Pleuronectes platessa,Tellina tenuis,GloBI,eats;preysOn,,27.0,27.57,ThermoFresh,GlobTherm,0.5700000000000003
Prosopium williamsoni,Oncorhynchus kisutch,GloBI,preysOn,,23.1,13.72,ThermoFresh,ThermoFresh,9.38
Pseudopleuronectes americanus,Gammarus fasciatus,GloBI,preysOn,,15.05,31.1,GlobTherm,ThermoFresh,16.05
Pseudopleuronectes americanus,Gemma gemma,GloBI,preysOn,,15.05,35.0,GlobTherm,GlobTherm,19.95
Pseudopleuronectes americanus,Hyalella azteca,GloBI,preysOn,,15.05,33.1,GlobTherm,ThermoFresh,18.05
Pseudopleuronectes americanus,Mya arenaria,GloBI,preysOn,,15.05,32.0,GlobTherm,GlobTherm,16.95
Pseudopleuronectes americanus,Mytilus edulis,GloBI,preysOn,,15.05,11.15,GlobTherm,GlobTherm,3.9000000000000004
Rhinichthys atratulus,Faxonius rusticus,GloBI,eats;preysOn,,29.35,35.2,ThermoFresh,ThermoFresh,5.850000000000001
Rutilus rutilus,Asellus aquaticus,GloBI,eats;preysOn,,30.168,30.4,ThermoFresh,ThermoFresh,0.23199999999999932
Rutilus rutilus,Baetis rhodani,GloBI,preysOn,,30.168,21.15,ThermoFresh,ThermoFresh,9.018
Rutilus rutilus,Baetis vernus,GloBI,preysOn,,30.168,21.3,ThermoFresh,ThermoFresh,8.867999999999999
Rutilus rutilus,Chironomus riparius,GloBI,eats;preysOn,,30.168,34.5,ThermoFresh,ThermoFresh,4.332000000000001
Rutilus rutilus,Cloeon dipterum,GloBI,preysOn,,30.168,29.35,ThermoFresh,ThermoFresh,0.8179999999999978
Rutilus rutilus,Dikerogammarus villosus,GloBI,preysOn,,30.168,23.4,ThermoFresh,ThermoFresh,6.768000000000001
Rutilus rutilus,Dreissena polymorpha,GloBI,eats;preysOn,,30.168,33.0,ThermoFresh,ThermoFresh,2.8320000000000007
Rutilus rutilus,Ecdyonurus venosus,GloBI,preysOn,,30.168,26.6,ThermoFresh,ThermoFresh,3.567999999999998
Rutilus rutilus,Gammarus pulex,GloBI,preysOn,,30.168,25.5,ThermoFresh,ThermoFresh,4.667999999999999
Rutilus rutilus,Mytilus edulis,GloBI,preysOn,,30.168,11.15,ThermoFresh,GlobTherm,19.018
Rutilus rutilus,Potamopyrgus antipodarum,GloBI,preysOn,,30.168,32.4,ThermoFresh,ThermoFresh,2.2319999999999993
Rutilus rutilus,Rhithrogena semicolorata,GloBI,preysOn,,30.168,23.55,ThermoFresh,ThermoFresh,6.6179999999999986
Salvelinus alpinus,Aoteapsyche colonica,GloBI,eats,,19.9,26.9,ThermoFresh,ThermoFresh,7.0
Salvelinus alpinus,Chironomus riparius,GloBI,eats;preysOn,,19.9,34.5,ThermoFresh,ThermoFresh,14.600000000000001
Salvelinus alpinus,Gammarus pulex,GloBI,eats;preysOn,,19.9,25.5,ThermoFresh,ThermoFresh,5.600000000000001
Salvelinus alpinus,Lepomis macrochirus,GloBI,preysOn,,19.9,33.0,ThermoFresh,ThermoFresh,13.100000000000001
Salvelinus alpinus,Oncorhynchus kisutch,GloBI,eats;preysOn,,19.9,13.72,ThermoFresh,ThermoFresh,6.179999999999998
Salvelinus alpinus,Oncorhynchus nerka,GloBI,eats;preysOn,,19.9,13.77,ThermoFresh,ThermoFresh,6.129999999999999
Salvelinus alpinus,Potamopyrgus antipodarum,GloBI,eats,,19.9,32.4,ThermoFresh,ThermoFresh,12.5
Salvelinus alpinus,Pycnocentria evecta,GloBI,eats,,19.9,27.4,ThermoFresh,ThermoFresh,7.5
Salvelinus alpinus,Pycnocentrodes aureolus,GloBI,eats,,19.9,32.4,ThermoFresh,ThermoFresh,12.5
Salvelinus alpinus,Rutilus rutilus,GloBI,eats;preysOn,,19.9,30.168,ThermoFresh,ThermoFresh,10.268
Salvelinus alpinus,Zelandobius furcillatus,GloBI,eats,,19.9,25.75,ThermoFresh,ThermoFresh,5.850000000000001
Scorpaena porcus,Mullus surmuletus,GloBI,eats;preysOn,,31.2,29.4,GlobTherm,GlobTherm,1.8000000000000007
Sphoeroides maculatus,Gammarus fasciatus,GloBI,preysOn,,22.1571428571429,31.1,ThermoFresh,ThermoFresh,8.9428571428571
Sphoeroides maculatus,Hyalella azteca,GloBI,preysOn,,22.1571428571429,33.1,ThermoFresh,ThermoFresh,10.9428571428571
Tibellus maritimus,Oedothorax apicatus,GloBI,preysOn,,-13.0,-7.5,GlobTherm,GlobTherm,5.5
Trematomus hansoni,Trematomus bernacchii,GloBI,preysOn,,8.98,6.02,GlobTherm,GlobTherm,2.960000000000001
